"ranking","municipio","IDHM_2010","IDHM_renda","IDHM_longevidade","IDHM_educação","estado"
"3222 º","Messias Targino",0.644,0.608,0.779,0.565,"RN"
"3222 º","Diamante D'Oeste",0.644,0.647,0.776,0.532,"PR"
"3222 º","Forquilha",0.644,0.583,0.76,0.602,"CE"
"3222 º","Cristal",0.644,0.687,0.826,0.471,"RS"
"3222 º","Iaciara",0.644,0.615,0.826,0.527,"GO"
"3222 º","Senador Firmino",0.644,0.639,0.829,0.505,"MG"
"3222 º","São Miguel do Anta",0.644,0.616,0.828,0.523,"MG"
"3222 º","Engenheiro Caldas",0.644,0.632,0.815,0.518,"MG"
"3234 º","Antônio João",0.643,0.633,0.799,0.526,"MS"
"3234 º","Rio Crespo",0.643,0.637,0.813,0.513,"RO"
"3234 º","Monte Carlo",0.643,0.648,0.804,0.511,"SC"
"3234 º","Nova Crixás",0.643,0.674,0.813,0.485,"GO"
"3234 º","Serranos",0.643,0.638,0.834,0.499,"MG"
"3234 º","São Valério",0.643,0.605,0.814,0.539,"TO"
"3234 º","Rio Largo",0.643,0.616,0.788,0.547,"AL"
"3234 º","Teixeirópolis",0.643,0.653,0.818,0.498,"RO"
"3234 º","Alvorada D'Oeste",0.643,0.654,0.763,0.534,"RO"
"3234 º","Calçoene",0.643,0.636,0.759,0.55,"AP"
"3234 º","Mirante da Serra",0.643,0.673,0.8,0.494,"RO"
"3234 º","Lagoão",0.643,0.641,0.822,0.505,"RS"
"3234 º","Hulha Negra",0.643,0.653,0.796,0.512,"RS"
"3234 º","Nova Brasilândia D'Oeste",0.643,0.664,0.763,0.524,"RO"
"3234 º","Nazaré",0.643,0.584,0.792,0.576,"TO"
"3234 º","Jequitaí",0.643,0.605,0.797,0.552,"MG"
"3234 º","Governador Mangabeira",0.643,0.594,0.754,0.594,"BA"
"3234 º","Carmópolis",0.643,0.623,0.783,0.546,"SE"
"3234 º","Palmeiras",0.643,0.608,0.782,0.56,"BA"
"3234 º","Argirita",0.643,0.645,0.817,0.505,"MG"
"3254 º","Quixeramobim",0.642,0.592,0.789,0.567,"CE"
"3254 º","Amapá",0.642,0.631,0.79,0.532,"AP"
"3254 º","Marechal Deodoro",0.642,0.641,0.793,0.52,"AL"
"3254 º","Belém do São Francisco",0.642,0.611,0.784,0.553,"PE"
"3254 º","Florânia",0.642,0.611,0.775,0.56,"RN"
"3254 º","Santa Rita do Pardo",0.642,0.655,0.8,0.505,"MS"
"3254 º","Laranjeiras",0.642,0.589,0.772,0.582,"SE"
"3254 º","Itabaiana",0.642,0.645,0.801,0.513,"SE"
"3254 º","Almenara",0.642,0.636,0.803,0.518,"MG"
"3254 º","Manga",0.642,0.624,0.799,0.53,"MG"
"3254 º","Almeirim",0.642,0.659,0.809,0.497,"PA"
"3254 º","Corrente",0.642,0.62,0.789,0.54,"PI"
"3254 º","Passabém",0.642,0.631,0.787,0.533,"MG"
"3254 º","Santana do Seridó",0.642,0.595,0.767,0.58,"RN"
"3254 º","Babaçulândia",0.642,0.589,0.792,0.568,"TO"
"3254 º","Barrolândia",0.642,0.6,0.817,0.541,"TO"
"3254 º","São Vicente",0.642,0.606,0.787,0.556,"RN"
"3254 º","Nova Laranjeiras",0.642,0.614,0.833,0.517,"PR"
"3254 º","São Valério do Sul",0.642,0.674,0.816,0.48,"RS"
"3254 º","Malta",0.642,0.62,0.8,0.533,"PB"
"3254 º","Coração de Jesus",0.642,0.575,0.808,0.57,"MG"
"3275 º","Nazaré",0.641,0.637,0.777,0.532,"BA"
"3275 º","Barra do Turvo",0.641,0.625,0.792,0.532,"SP"
"3275 º","Itacarambi",0.641,0.593,0.787,0.564,"MG"
"3275 º","Nova Porteirinha",0.641,0.584,0.811,0.556,"MG"
"3275 º","Taquaritinga do Norte",0.641,0.636,0.796,0.52,"PE"
"3275 º","João Lisboa",0.641,0.585,0.785,0.573,"MA"
"3275 º","São Mamede",0.641,0.617,0.765,0.558,"PB"
"3275 º","Aquiraz",0.641,0.608,0.788,0.55,"CE"
"3275 º","Alta Floresta D'Oeste",0.641,0.657,0.763,0.526,"RO"
"3275 º","Amparo do Serra",0.641,0.616,0.811,0.528,"MG"
"3275 º","Campo Belo do Sul",0.641,0.648,0.768,0.528,"SC"
"3275 º","Primavera de Rondônia",0.641,0.645,0.799,0.512,"RO"
"3275 º","Frei Martinho",0.641,0.631,0.77,0.542,"PB"
"3275 º","Axixá",0.641,0.535,0.776,0.634,"MA"
"3275 º","Coxixola",0.641,0.586,0.794,0.567,"PB"
"3275 º","Goioxim",0.641,0.593,0.813,0.547,"PR"
"3291 º","Vitória de Santo Antão",0.64,0.629,0.768,0.543,"PE"
"3291 º","Bocaiúva do Sul",0.64,0.679,0.816,0.473,"PR"
"3291 º","Pedras Altas",0.64,0.647,0.82,0.493,"RS"
"3291 º","Timbaúba dos Batistas",0.64,0.614,0.723,0.591,"RN"
"3291 º","São Domingos",0.64,0.601,0.757,0.575,"BA"
"3291 º","Macaíba",0.64,0.613,0.784,0.545,"RN"
"3291 º","Itaituba",0.64,0.644,0.8,0.51,"PA"
"3291 º","Itapipoca",0.64,0.562,0.761,0.613,"CE"
"3291 º","Carmolândia",0.64,0.621,0.81,0.521,"TO"
"3291 º","Conceição do Araguaia",0.64,0.631,0.77,0.54,"PA"
"3291 º","Santa Maria do Suaçuí",0.64,0.629,0.817,0.511,"MG"
"3291 º","Formoso",0.64,0.616,0.834,0.51,"MG"
"3291 º","São Gonçalo do Rio Preto",0.64,0.593,0.815,0.542,"MG"
"3291 º","Porto Grande",0.64,0.61,0.777,0.554,"AP"
"3291 º","São Romão",0.64,0.586,0.787,0.568,"MG"
"3291 º","Senador Guiomard",0.64,0.649,0.786,0.513,"AC"
"3291 º","São João do Manteninha",0.64,0.623,0.805,0.522,"MG"
"3291 º","Machacalis",0.64,0.607,0.783,0.552,"MG"
"3291 º","Catolé do Rocha",0.64,0.617,0.787,0.539,"PB"
"3291 º","Rio Branco do Ivaí",0.64,0.624,0.783,0.537,"PR"
"3291 º","Rondolândia",0.64,0.619,0.8,0.53,"MT"
"3312 º","Ribeirão Branco",0.639,0.592,0.797,0.553,"SP"
"3312 º","Piedade de Ponte Nova",0.639,0.616,0.802,0.528,"MG"
"3312 º","Paudalho",0.639,0.612,0.782,0.545,"PE"
"3312 º","Araguacema",0.639,0.587,0.805,0.553,"TO"
"3312 º","Nioaque",0.639,0.658,0.822,0.483,"MS"
"3312 º","Novo Acordo",0.639,0.618,0.797,0.53,"TO"
"3312 º","Caroebe",0.639,0.6,0.791,0.549,"RR"
"3312 º","Dois Irmãos do Buriti",0.639,0.64,0.773,0.528,"MS"
"3312 º","Tefé",0.639,0.637,0.801,0.511,"AM"
"3312 º","Apodi",0.639,0.611,0.747,0.571,"RN"
"3312 º","Delta",0.639,0.672,0.808,0.481,"MG"
"3312 º","Palmital",0.639,0.647,0.791,0.511,"PR"
"3312 º","São Félix do Coribe",0.639,0.601,0.784,0.555,"BA"
"3312 º","São Félix",0.639,0.582,0.769,0.583,"BA"
"3312 º","Luzinópolis",0.639,0.593,0.726,0.605,"TO"
"3312 º","Uruburetama",0.639,0.564,0.76,0.608,"CE"
"3312 º","Mariluz",0.639,0.653,0.794,0.504,"PR"
"3312 º","Água Branca",0.639,0.6,0.763,0.569,"PI"
"3312 º","São Francisco de Itabapoana",0.639,0.618,0.791,0.533,"RJ"
"3312 º","Desterro de Entre Rios",0.639,0.607,0.802,0.536,"MG"
"3312 º","Capitão Enéas",0.639,0.573,0.806,0.565,"MG"
"3333 º","Bandeirantes do Tocantins",0.638,0.57,0.797,0.571,"TO"
"3333 º","Simão Pereira",0.638,0.645,0.843,0.478,"MG"
"3333 º","São João Evangelista",0.638,0.62,0.806,0.52,"MG"
"3333 º","Goianinha",0.638,0.619,0.783,0.537,"RN"
"3333 º","Rio Maria",0.638,0.651,0.804,0.495,"PA"
"3333 º","Palhano",0.638,0.572,0.723,0.628,"CE"
"3333 º","Corumbataí do Sul",0.638,0.632,0.79,0.52,"PR"
"3333 º","Carbonita",0.638,0.617,0.796,0.529,"MG"
"3333 º","São Francisco",0.638,0.595,0.804,0.542,"MG"
"3333 º","Palmeira dos Índios",0.638,0.625,0.794,0.523,"AL"
"3333 º","Sabinópolis",0.638,0.637,0.812,0.502,"MG"
"3333 º","Ibirapuitã",0.638,0.678,0.828,0.463,"RS"
"3333 º","Vicente Dutra",0.638,0.656,0.809,0.489,"RS"
"3333 º","Bernardo Sayão",0.638,0.606,0.748,0.573,"TO"
"3333 º","Moeda",0.638,0.657,0.8,0.494,"MG"
"3333 º","São Domingos das Dores",0.638,0.602,0.8,0.539,"MG"
"3333 º","Beberibe",0.638,0.585,0.778,0.571,"CE"
"3333 º","Umburatiba",0.638,0.599,0.815,0.531,"MG"
"3333 º","Ministro Andreazza",0.638,0.647,0.776,0.518,"RO"
"3333 º","Wanderlândia",0.638,0.619,0.748,0.561,"TO"
"3333 º","Caraúbas",0.638,0.594,0.786,0.556,"RN"
"3333 º","Jaíba",0.638,0.619,0.789,0.531,"MG"
"3333 º","Alto Paraguai",0.638,0.612,0.784,0.541,"MT"
"3333 º","Nossa Senhora do Livramento",0.638,0.6,0.82,0.529,"MT"
"3357 º","Santo Amaro das Brotas",0.637,0.613,0.778,0.543,"SE"
"3357 º","Pinheiro",0.637,0.579,0.771,0.579,"MA"
"3357 º","Pedro Teixeira",0.637,0.587,0.794,0.555,"MG"
"3357 º","Caculé",0.637,0.621,0.769,0.541,"BA"
"3357 º","Guaramiranga",0.637,0.576,0.736,0.61,"CE"
"3357 º","São Jerônimo da Serra",0.637,0.626,0.822,0.503,"PR"
"3357 º","Capão Bonito do Sul",0.637,0.654,0.779,0.507,"RS"
"3357 º","Santa Terezinha do Tocantins",0.637,0.583,0.758,0.584,"TO"
"3357 º","Bonfim",0.637,0.669,0.834,0.464,"MG"
"3357 º","Paula Cândido",0.637,0.632,0.823,0.497,"MG"
"3357 º","Paracuru",0.637,0.597,0.746,0.581,"CE"
"3357 º","Apuí",0.637,0.621,0.772,0.54,"AM"
"3357 º","Irupi",0.637,0.658,0.798,0.493,"ES"
"3357 º","Itanhém",0.637,0.624,0.79,0.525,"BA"
"3357 º","Valente",0.637,0.623,0.729,0.568,"BA"
"3357 º","Santa Bárbara do Tugúrio",0.637,0.616,0.81,0.517,"MG"
"3357 º","Guarani de Goiás",0.637,0.569,0.814,0.557,"GO"
"3357 º","Oratórios",0.637,0.627,0.824,0.5,"MG"
"3357 º","Itaperuçu",0.637,0.654,0.779,0.507,"PR"
"3357 º","Joaquim Felício",0.637,0.642,0.824,0.489,"MG"
"3357 º","Capão do Leão",0.637,0.662,0.814,0.48,"RS"
"3378 º","Uiraúna",0.636,0.612,0.797,0.528,"PB"
"3378 º","Nova Lacerda",0.636,0.643,0.825,0.485,"MT"
"3378 º","Sardoá",0.636,0.594,0.812,0.533,"MG"
"3378 º","Felipe Guerra",0.636,0.582,0.768,0.575,"RN"
"3378 º","Curionópolis",0.636,0.592,0.809,0.536,"PA"
"3378 º","Tijucas do Sul",0.636,0.679,0.792,0.479,"PR"
"3378 º","Almas",0.636,0.616,0.796,0.524,"TO"
"3378 º","Olaria",0.636,0.638,0.823,0.49,"MG"
"3378 º","Retirolândia",0.636,0.579,0.773,0.574,"BA"
"3378 º","São José do Cerrito",0.636,0.618,0.827,0.503,"SC"
"3378 º","Ibotirama",0.636,0.601,0.78,0.548,"BA"
"3378 º","Orós",0.636,0.582,0.793,0.557,"CE"
"3378 º","Pindoretama",0.636,0.581,0.754,0.588,"CE"
"3378 º","Espigão Alto do Iguaçu",0.636,0.632,0.781,0.521,"PR"
"3378 º","Dores de Guanhães",0.636,0.612,0.821,0.512,"MG"
"3393 º","Candói",0.635,0.655,0.778,0.503,"PR"
"3393 º","Oliveira Fortes",0.635,0.616,0.794,0.523,"MG"
"3393 º","Cantagalo",0.635,0.638,0.768,0.522,"PR"
"3393 º","Piripiri",0.635,0.621,0.775,0.533,"PI"
"3393 º","Surubim",0.635,0.617,0.756,0.548,"PE"
"3393 º","Terra Santa",0.635,0.602,0.763,0.558,"PA"
"3393 º","Martins Soares",0.635,0.619,0.809,0.512,"MG"
"3393 º","Santa Cruz",0.635,0.597,0.761,0.564,"RN"
"3393 º","São José do Egito",0.635,0.602,0.769,0.554,"PE"
"3393 º","Seabra",0.635,0.588,0.761,0.572,"BA"
"3393 º","Chapada Gaúcha",0.635,0.573,0.82,0.546,"MG"
"3393 º","Pacoti",0.635,0.571,0.773,0.58,"CE"
"3393 º","Itueta",0.635,0.64,0.825,0.485,"MG"
"3393 º","Tibau",0.635,0.627,0.769,0.53,"RN"
"3407 º","Santa Rita do Novo Destino",0.634,0.639,0.82,0.487,"GO"
"3407 º","Taguatinga",0.634,0.628,0.818,0.497,"TO"
"3407 º","Caranaíba",0.634,0.593,0.807,0.533,"MG"
"3407 º","Pombal",0.634,0.629,0.787,0.515,"PB"
"3407 º","Paraipaba",0.634,0.574,0.738,0.602,"CE"
"3407 º","Oeiras",0.634,0.619,0.753,0.547,"PI"
"3407 º","Gramado Xavier",0.634,0.681,0.792,0.473,"RS"
"3407 º","Novo Horizonte do Oeste",0.634,0.606,0.799,0.527,"RO"
"3407 º","Vila Propício",0.634,0.629,0.802,0.505,"GO"
"3407 º","Carolina",0.634,0.6,0.802,0.529,"MA"
"3407 º","Itambé do Mato Dentro",0.634,0.605,0.823,0.513,"MG"
"3407 º","Nova Roma",0.634,0.594,0.812,0.529,"GO"
"3407 º","Porto Firme",0.634,0.615,0.804,0.516,"MG"
"3407 º","Lagoa dos Patos",0.634,0.593,0.773,0.556,"MG"
"3407 º","Serrinha",0.634,0.615,0.778,0.532,"BA"
"3407 º","Gravatá",0.634,0.63,0.794,0.51,"PE"
"3407 º","Santa Maria do Tocantins",0.634,0.6,0.784,0.543,"TO"
"3407 º","Mundo Novo",0.634,0.642,0.812,0.488,"GO"
"3407 º","Itagimirim",0.634,0.602,0.821,0.516,"BA"
"3407 º","São João da Lagoa",0.634,0.575,0.813,0.546,"MG"
"3407 º","Entre Folhas",0.634,0.617,0.792,0.521,"MG"
"3407 º","Conceição da Feira",0.634,0.606,0.766,0.548,"BA"
"3407 º","Itambacuri",0.634,0.616,0.784,0.527,"MG"
"3407 º","Tuparetama",0.634,0.612,0.749,0.557,"PE"
"3407 º","Conceição do Mato Dentro",0.634,0.622,0.794,0.517,"MG"
"3407 º","Vargem Grande do Rio Pardo",0.634,0.563,0.811,0.559,"MG"
"3433 º","Tarumirim",0.633,0.614,0.829,0.499,"MG"
"3433 º","Tauá",0.633,0.585,0.773,0.56,"CE"
"3433 º","Aral Moreira",0.633,0.628,0.798,0.507,"MS"
"3433 º","Caiana",0.633,0.631,0.833,0.483,"MG"
"3433 º","Groaíras",0.633,0.585,0.724,0.598,"CE"
"3433 º","Bom Jesus da Lapa",0.633,0.615,0.775,0.533,"BA"
"3433 º","Serranópolis de Minas",0.633,0.608,0.773,0.539,"MG"
"3433 º","Urucânia",0.633,0.628,0.811,0.498,"MG"
"3433 º","Alto Parnaíba",0.633,0.683,0.785,0.474,"MA"
"3433 º","Pindaré-Mirim",0.633,0.568,0.755,0.592,"MA"
"3433 º","Santana da Boa Vista",0.633,0.63,0.802,0.503,"RS"
"3433 º","Itapissuma",0.633,0.589,0.764,0.564,"PE"
"3433 º","Santo Antônio do Grama",0.633,0.626,0.823,0.493,"MG"
"3433 º","Farias Brito",0.633,0.541,0.774,0.605,"CE"
"3433 º","Minas Novas",0.633,0.6,0.802,0.528,"MG"
"3448 º","Bocaina",0.632,0.614,0.773,0.532,"PI"
"3448 º","Silves",0.632,0.546,0.791,0.584,"AM"
"3448 º","Santo Antônio do Tauá",0.632,0.598,0.753,0.561,"PA"
"3448 º","Rosário",0.632,0.566,0.752,0.592,"MA"
"3448 º","Cruz",0.632,0.573,0.752,0.586,"CE"
"3448 º","Independência",0.632,0.561,0.759,0.592,"CE"
"3448 º","Escada",0.632,0.594,0.781,0.543,"PE"
"3448 º","Dom Macedo Costa",0.632,0.598,0.795,0.531,"BA"
"3448 º","Gandu",0.632,0.645,0.771,0.508,"BA"
"3448 º","Lajedão",0.632,0.652,0.778,0.497,"BA"
"3448 º","Rodelas",0.632,0.566,0.79,0.564,"BA"
"3448 º","Córrego Novo",0.632,0.596,0.805,0.525,"MG"
"3448 º","José Gonçalves de Minas",0.632,0.597,0.764,0.553,"MG"
"3448 º","Presidente Bernardes",0.632,0.603,0.804,0.521,"MG"
"3448 º","Riachinho",0.632,0.577,0.795,0.551,"MG"
"3448 º","São Sebastião do Rio Preto",0.632,0.662,0.809,0.472,"MG"
"3448 º","Simonésia",0.632,0.622,0.823,0.493,"MG"
"3448 º","Veredinha",0.632,0.579,0.785,0.555,"MG"
"3448 º","Divino de São Lourenço",0.632,0.622,0.819,0.496,"ES"
"3448 º","Mato Rico",0.632,0.58,0.812,0.536,"PR"
"3448 º","Miranda",0.632,0.638,0.782,0.507,"MS"
"3469 º","Sinimbu",0.631,0.697,0.792,0.456,"RS"
"3469 º","Pendências",0.631,0.633,0.753,0.526,"RN"
"3469 º","Matipó",0.631,0.63,0.78,0.511,"MG"
"3469 º","Ichu",0.631,0.58,0.771,0.562,"BA"
"3469 º","Nova Olinda",0.631,0.614,0.765,0.535,"TO"
"3469 º","Rosário do Catete",0.631,0.603,0.731,0.571,"SE"
"3469 º","Campinaçu",0.631,0.644,0.819,0.476,"GO"
"3469 º","Marianópolis do Tocantins",0.631,0.63,0.792,0.504,"TO"
"3469 º","Sobradinho",0.631,0.605,0.748,0.555,"BA"
"3469 º","Araguatins",0.631,0.604,0.793,0.525,"TO"
"3469 º","Cantagalo",0.631,0.598,0.816,0.515,"MG"
"3469 º","Desterro do Melo",0.631,0.618,0.809,0.503,"MG"
"3469 º","Sobrália",0.631,0.611,0.805,0.51,"MG"
"3469 º","Uruçuí",0.631,0.614,0.794,0.516,"PI"
"3469 º","Redentora",0.631,0.606,0.792,0.523,"RS"
"3469 º","Vargem Alegre",0.631,0.631,0.819,0.486,"MG"
"3469 º","Jari",0.631,0.636,0.836,0.473,"RS"
"3469 º","Senhora de Oliveira",0.631,0.603,0.801,0.521,"MG"
"3487 º","Angical do Piauí",0.63,0.61,0.737,0.555,"PI"
"3487 º","Ipiranga do Piauí",0.63,0.56,0.765,0.583,"PI"
"3487 º","Campos Sales",0.63,0.584,0.769,0.556,"CE"
"3487 º","Campina do Simão",0.63,0.598,0.792,0.527,"PR"
"3487 º","Jangada",0.63,0.567,0.805,0.549,"MT"
"3487 º","Penedo",0.63,0.602,0.774,0.536,"AL"
"3487 º","Acaiaca",0.63,0.61,0.823,0.499,"MG"
"3487 º","Ramilândia",0.63,0.639,0.802,0.489,"PR"
"3487 º","Bonópolis",0.63,0.63,0.813,0.488,"GO"
"3487 º","São Geraldo do Baixio",0.63,0.631,0.824,0.482,"MG"
"3487 º","Nova Módica",0.63,0.61,0.779,0.527,"MG"
"3487 º","Barra do Mendes",0.63,0.578,0.784,0.553,"BA"
"3487 º","Santa Rita de Ibitipoca",0.63,0.625,0.793,0.505,"MG"
"3487 º","Itinga do Maranhão",0.63,0.601,0.764,0.545,"MA"
"3501 º","Bacabeira",0.629,0.558,0.768,0.58,"MA"
"3501 º","Itaobim",0.629,0.613,0.787,0.516,"MG"
"3501 º","Pentecoste",0.629,0.562,0.734,0.604,"CE"
"3501 º","Belo Jardim",0.629,0.617,0.783,0.514,"PE"
"3501 º","Dores do Turvo",0.629,0.613,0.829,0.49,"MG"
"3501 º","Nova Cruz",0.629,0.589,0.788,0.537,"RN"
"3501 º","Encanto",0.629,0.589,0.787,0.536,"RN"
"3501 º","Várzea Alegre",0.629,0.569,0.759,0.576,"CE"
"3501 º","Cândido de Abreu",0.629,0.643,0.783,0.494,"PR"
"3501 º","Lassance",0.629,0.614,0.795,0.511,"MG"
"3501 º","Reduto",0.629,0.647,0.801,0.48,"MG"
"3501 º","Governador Edison Lobão",0.629,0.589,0.764,0.552,"MA"
"3501 º","São João do Triunfo",0.629,0.655,0.801,0.475,"PR"
"3501 º","Bodó",0.629,0.57,0.772,0.565,"RN"
"3501 º","Piau",0.629,0.647,0.824,0.467,"MG"
"3501 º","Rio Bonito do Iguaçu",0.629,0.631,0.792,0.498,"PR"
"3501 º","Vargem",0.629,0.636,0.79,0.495,"SC"
"3501 º","Turuçu",0.629,0.685,0.814,0.446,"RS"
"3519 º","Cutias",0.628,0.576,0.76,0.566,"AP"
"3519 º","Itacambira",0.628,0.57,0.791,0.55,"MG"
"3519 º","Riachão do Jacuípe",0.628,0.588,0.755,0.559,"BA"
"3519 º","Abaiara",0.628,0.54,0.748,0.612,"CE"
"3519 º","Acorizal",0.628,0.594,0.816,0.51,"MT"
"3519 º","Santana de Pirapama",0.628,0.617,0.816,0.493,"MG"
"3519 º","Serra Branca",0.628,0.598,0.77,0.537,"PB"
"3519 º","Berilo",0.628,0.58,0.816,0.524,"MG"
"3519 º","Monteiro",0.628,0.625,0.709,0.558,"PB"
"3519 º","Colônia do Gurguéia",0.628,0.578,0.778,0.55,"PI"
"3519 º","São Francisco do Oeste",0.628,0.581,0.779,0.547,"RN"
"3519 º","Abaetetuba",0.628,0.579,0.798,0.537,"PA"
"3519 º","Palmeiras do Tocantins",0.628,0.586,0.81,0.522,"TO"
"3519 º","Milagres",0.628,0.561,0.777,0.569,"CE"
"3519 º","Jordânia",0.628,0.613,0.797,0.506,"MG"
"3534 º","Lagoa Seca",0.627,0.621,0.769,0.516,"PB"
"3534 º","Itamaraju",0.627,0.641,0.767,0.502,"BA"
"3534 º","Cairu",0.627,0.6,0.807,0.51,"BA"
"3534 º","Pedra Azul",0.627,0.596,0.797,0.518,"MG"
"3534 º","Peçanha",0.627,0.63,0.787,0.497,"MG"
"3534 º","Pavão",0.627,0.599,0.813,0.507,"MG"
"3534 º","Pequizeiro",0.627,0.589,0.806,0.518,"TO"
"3534 º","Santa Rita",0.627,0.597,0.774,0.534,"PB"
"3534 º","Santa Teresinha",0.627,0.586,0.82,0.513,"PB"
"3534 º","Sumé",0.627,0.602,0.765,0.534,"PB"
"3534 º","Espinosa",0.627,0.582,0.804,0.526,"MG"
"3534 º","Bugre",0.627,0.602,0.8,0.511,"MG"
"3534 º","Santa Bárbara do Pará",0.627,0.575,0.784,0.546,"PA"
"3534 º","Vale do Paraíso",0.627,0.641,0.792,0.485,"RO"
"3534 º","Lambari D'Oeste",0.627,0.67,0.787,0.467,"MT"
"3534 º","Simplício Mendes",0.627,0.613,0.767,0.525,"PI"
"3534 º","Axixá do Tocantins",0.627,0.595,0.733,0.566,"TO"
"3534 º","Baixio",0.627,0.563,0.763,0.575,"CE"
"3534 º","São Gonçalo dos Campos",0.627,0.636,0.752,0.516,"BA"
"3534 º","Cachoeirinha",0.627,0.548,0.762,0.59,"TO"
"3534 º","Itaverava",0.627,0.613,0.811,0.496,"MG"
"3534 º","Lagoa da Confusão",0.627,0.63,0.787,0.496,"TO"
"3534 º","Riacho dos Machados",0.627,0.557,0.808,0.547,"MG"
"3534 º","Coronel Murta",0.627,0.578,0.784,0.543,"MG"
"3534 º","Buriti do Tocantins",0.627,0.575,0.713,0.601,"TO"
"3534 º","Cuparaque",0.627,0.621,0.798,0.497,"MG"
"3534 º","Cedro",0.627,0.592,0.753,0.553,"CE"
"3561 º","Itaitinga",0.626,0.583,0.768,0.548,"CE"
"3561 º","Coroaci",0.626,0.613,0.811,0.493,"MG"
"3561 º","Piedade dos Gerais",0.626,0.645,0.84,0.453,"MG"
"3561 º","Várzea",0.626,0.577,0.771,0.552,"RN"
"3561 º","Senhora dos Remédios",0.626,0.578,0.776,0.548,"MG"
"3561 º","Campo Redondo",0.626,0.554,0.758,0.584,"RN"
"3561 º","Raposa",0.626,0.568,0.735,0.587,"MA"
"3561 º","Tumiritinga",0.626,0.615,0.827,0.482,"MG"
"3561 º","Floresta",0.626,0.588,0.775,0.538,"PE"
"3561 º","Pocrane",0.626,0.614,0.799,0.5,"MG"
"3561 º","Coruripe",0.626,0.591,0.769,0.541,"AL"
"3561 º","Bonfim",0.626,0.597,0.809,0.509,"RR"
"3561 º","Joanésia",0.626,0.616,0.803,0.495,"MG"
"3561 º","Mambaí",0.626,0.61,0.816,0.494,"GO"
"3561 º","Mendes Pimentel",0.626,0.617,0.768,0.518,"MG"
"3561 º","Redenção",0.626,0.567,0.75,0.577,"CE"
"3561 º","Muribeca",0.626,0.575,0.771,0.554,"SE"
"3561 º","Guamaré",0.626,0.632,0.769,0.505,"RN"
"3561 º","Serra da Raiz",0.626,0.57,0.792,0.544,"PB"
"3561 º","Olhos-D'Água",0.626,0.607,0.812,0.498,"MG"
"3561 º","São Sebastião do Oeste",0.626,0.678,0.832,0.434,"MG"
"3561 º","Arari",0.626,0.587,0.764,0.546,"MA"
"3561 º","Santo Estêvão",0.626,0.611,0.808,0.498,"BA"
"3561 º","Pedra Branca do Amapari",0.626,0.628,0.779,0.502,"AP"
"3561 º","Santa Leopoldina",0.626,0.646,0.797,0.477,"ES"
"3561 º","Milhã",0.626,0.56,0.784,0.558,"CE"
"3587 º","Santa Cruz do Escalvado",0.625,0.618,0.815,0.485,"MG"
"3587 º","Guimarães",0.625,0.535,0.772,0.592,"MA"
"3587 º","Caetité",0.625,0.631,0.801,0.484,"BA"
"3587 º","Alto Paraíso",0.625,0.664,0.804,0.457,"RO"
"3587 º","São João do Pacuí",0.625,0.606,0.798,0.504,"MG"
"3587 º","Mâncio Lima",0.625,0.58,0.77,0.546,"AC"
"3587 º","Ibicaraí",0.625,0.609,0.764,0.524,"BA"
"3587 º","Brás Pires",0.625,0.582,0.801,0.523,"MG"
"3587 º","Gurjão",0.625,0.576,0.729,0.581,"PB"
"3587 º","Amargosa",0.625,0.616,0.807,0.492,"BA"
"3587 º","Lajes Pintadas",0.625,0.559,0.769,0.568,"RN"
"3587 º","Angical",0.625,0.564,0.778,0.556,"BA"
"3587 º","Paulistas",0.625,0.593,0.791,0.521,"MG"
"3587 º","Medeiros Neto",0.625,0.626,0.777,0.501,"BA"
"3587 º","Solonópole",0.625,0.565,0.754,0.574,"CE"
"3587 º","Nova Olinda",0.625,0.567,0.779,0.554,"CE"
"3587 º","Potiraguá",0.625,0.595,0.754,0.545,"BA"
"3587 º","Francisco Dumont",0.625,0.596,0.797,0.513,"MG"
"3587 º","Ervália",0.625,0.64,0.828,0.46,"MG"
"3587 º","Lagarto",0.625,0.613,0.775,0.515,"SE"
"3607 º","Icaraí de Minas",0.624,0.57,0.799,0.533,"MG"
"3607 º","Jenipapo de Minas",0.624,0.588,0.793,0.52,"MG"
"3607 º","Buritizeiro",0.624,0.603,0.768,0.524,"MG"
"3607 º","Jaguaruana",0.624,0.568,0.779,0.548,"CE"
"3607 º","Almino Afonso",0.624,0.578,0.739,0.568,"RN"
"3607 º","Medina",0.624,0.624,0.821,0.475,"MG"
"3607 º","Angicos",0.624,0.606,0.756,0.53,"RN"
"3607 º","Ourilândia do Norte",0.624,0.653,0.795,0.467,"PA"
"3607 º","Caxias",0.624,0.595,0.753,0.543,"MA"
"3607 º","Braúnas",0.624,0.635,0.802,0.478,"MG"
"3607 º","Itajá",0.624,0.586,0.769,0.539,"RN"
"3607 º","Lajes",0.624,0.578,0.756,0.557,"RN"
"3607 º","Pedra do Anta",0.624,0.636,0.821,0.466,"MG"
"3607 º","Amaral Ferrador",0.624,0.664,0.802,0.457,"RS"
"3607 º","Inhuma",0.624,0.562,0.772,0.56,"PI"
"3607 º","Caracaraí",0.624,0.601,0.78,0.518,"RR"
"3607 º","Ponte Alta do Tocantins",0.624,0.587,0.779,0.531,"TO"
"3607 º","Poté",0.624,0.584,0.809,0.515,"MG"
